zip_codes,Treated,diff_outcome,eviction_rate,fraction
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,-0.666666666666667,0.0045150646869844,0.8709241471975698
6831,False,-0.333333333333333,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,-0.333333333333333,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,1.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,-0.333333333333333,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,-0.333333333333333,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,1.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,-0.333333333333333,0.0045150646869844,0.8709241471975698
6831,False,1.0,0.0045150646869844,0.8709241471975698
6831,False,-0.333333333333333,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,1.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,1.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,-0.333333333333333,0.0045150646869844,0.8709241471975698
6831,False,1.0,0.0045150646869844,0.8709241471975698
6831,False,1.0,0.0045150646869844,0.8709241471975698
6831,False,1.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,1.0,0.0045150646869844,0.8709241471975698
6831,False,-0.333333333333333,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,-0.333333333333333,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,-0.333333333333333,0.0045150646869844,0.8709241471975698
6831,False,2.0,0.0045150646869844,0.8709241471975698
6831,False,-0.333333333333333,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
6831,False,-0.333333333333333,0.0045150646869844,0.8709241471975698
6831,False,-0.333333333333333,0.0045150646869844,0.8709241471975698
6831,False,1.0,0.0045150646869844,0.8709241471975698
6831,False,-0.333333333333333,0.0045150646869844,0.8709241471975698
6831,False,-0.333333333333333,0.0045150646869844,0.8709241471975698
6831,False,-0.666666666666667,0.0045150646869844,0.8709241471975698
6831,False,1.0,0.0045150646869844,0.8709241471975698
6831,False,0.0,0.0045150646869844,0.8709241471975698
